date, pm25, pm10, no2
2016/12/18, 15, 9, 9
2016/12/19, 17, 17, 14
2016/12/20, 21, 60, 12
2016/12/21, 22, 3, 11
2016/12/22, 14, 4, 14
2016/12/23, 19, 5, 17
2016/12/24, 18, 7, 13
2016/12/25, 29, 6, 20
2016/12/26, 22, 10, 23
2016/12/27, 37, 8, 10
2016/12/28, 21, 10, 10
2016/12/29, 22, 7, 11
2016/12/30, 14, 13, 13
2016/12/31, 30, 11, 8
2017/1/1, 33, , 
2016/7/1, 37, 14, 12
2016/7/2, 25, 10, 9
2016/7/3, 23, 19, 14
2016/7/4, 31, 14, 12
2016/7/5, 22, 12, 11
2016/7/6, 24, 7, 14
2016/7/7, 20, 22, 12
2016/7/8, 20, 7, 11
2016/7/9, 20, 4, 8
2016/7/10, 15, 11, 9
2016/7/11, 20, 20, 9
2016/7/12, 28, 12, 8
2016/7/13, 26, 7, 8
2016/7/14, 17, 8, 7
2016/7/15, 18, 7, 5
2016/7/16, 15, 6, 7
2016/7/17, 17, 8, 10
2016/7/18, 20, 9, 10
2016/7/19, 21, 14, 8
2016/7/20, 25, 22, 14
2016/7/21, 32, 20, 13
2016/7/22, 33, 17, 12
2016/7/23, 37, 8, 8
2016/7/24, 21, 12, 10
2016/7/25, 22, 18, 8
2016/7/26, 26, 18, 9
2016/7/27, 31, 13, 13
2016/7/28, 26, 17, 13
2016/7/29, 34, 10, 6
2016/7/30, 21, 9, 3
2016/7/31, 18, 11, 4
2016/8/1, 18, 14, 11
2016/8/2, 27, 22, 15
2016/8/3, 33, 16, 10
2016/8/4, 31, 13, 9
2016/8/5, 25, 8, 7
2016/8/6, 22, 5, 5
2016/8/7, 12, 13, 15
2016/8/8, 24, 10, 8
2016/8/9, 19, 8, 4
2016/8/10, 18, 23, 11
2016/8/11, 26, 16, 6
2016/8/12, 23, 9, 3
2016/8/13, 20, 8, 5
2016/8/14, 20, 27, 15
2016/8/15, 34, 25, 18
2016/8/16, 35, 24, 15
2016/8/17, 34, 27, 16
2016/8/18, 38, 22, 14
2016/8/19, 30, 16, 13
2016/8/20, 29, 11, 7
2016/8/21, 28, 16, 10
2016/8/22, 25, 18, 12
2016/8/23, 30, 17, 11
2016/8/24, 23, 21, 14
2016/8/25, 29, 6, 15
2016/8/26, 20, 10, 4
2016/8/27, 18, 7, 9
2016/8/28, 19, 7, 12
2016/8/29, 21, 10, 13
2016/8/30, 24, 10, 10
2016/8/31, 18, 10, 8
2016/9/1, 21, 12, 10
2016/9/2, 26, 16, 11
2016/9/3, 24, 8, 9
2016/9/4, 21, 11, 13
2016/9/5, 27, 17, 15
2016/9/6, 21, 14, 19
2016/9/7, 38, 20, 17
2016/9/8, 33, 30, 17
2016/9/9, 30, 20, 11
2016/9/10, 29, 14, 10
2016/9/11, 26, 8, 12
2016/9/12, 24, 21, 14
2016/9/13, 29, 13, 13
2016/9/14, 24, 12, 13
2016/9/15, 28, 28, 17
2016/9/16, 33, 16, 11
2016/9/17, 25, 10, 7
2016/9/18, 24, 22, 13
2016/9/19, 38, 30, 18
2016/9/20, 35, 36, 20
2016/9/21, 44, 42, 21
2016/9/22, 48, 35, 20
2016/9/23, 42, 17, 15
2016/9/24, 30, 8, 14
2016/9/25, 21, 26, 21
2016/9/26, 39, 20, 20
2016/9/27, 34, 13, 25
2016/9/28, 33, 9, 20
2016/9/29, 25, 16, 20
2016/9/30, 26, 9, 13
2016/4/1, 31, 59, 21
2016/4/2, 33, 66, 18
2016/4/3, 36, 24, 23
2016/4/4, 30, 47, 24
2016/4/5, 35, 43, 23
2016/4/6, 30, 38, 20
2016/4/7, 31, 32, 18
2016/4/8, 32, 24, 11
2016/4/9, 31, 23, 12
2016/4/10, 27, 17, 14
2016/4/11, 20, 8, 16
2016/4/12, 21, 9, 17
2016/4/13, 23, 37, 16
2016/4/14, 21, 65, 19
2016/4/15, 43, 37, 14
2016/4/16, 29, 26, 9
2016/4/17, 27, 57, 18
2016/4/18, 37, 32, 15
2016/4/19, 35, 43, 15
2016/4/20, 37, 56, 15
2016/4/21, 29, 43, 16
2016/4/22, 16, 28, 7
2016/4/23, 17, 49, 9
2016/4/24, 23, 56, 12
2016/4/25, 34, 69, 15
2016/4/26, 34, 58, 18
2016/4/27, 35, 60, 17
2016/4/28, 38, 53, 24
2016/4/29, 40, 39, 19
2016/4/30, 40, 38, 19
2016/5/1, 28, 53, 25
2016/5/2, 40, 59, 27
2016/5/3, 47, 30, 23
2016/5/4, 32, 22, 8
2016/5/5, 22, 27, 16
2016/5/6, 27, 15, 10
2016/5/7, 29, 11, 6
2016/5/8, 23, 9, 18
2016/5/9, 22, 15, 15
2016/5/10, 22, 43, 18
2016/5/11, 23, 23, 13
2016/5/12, 19, 34, 17
2016/5/13, 25, 22, 14
2016/5/14, 25, 11, 5
2016/5/15, 20, 9, 6
2016/5/16, 15, 12, 7
2016/5/17, 18, 16, 16
2016/5/18, 23, 22, 16
2016/5/19, 28, 20, 10
2016/5/20, 21, 26, 13
2016/5/21, 26, 18, 11
2016/5/22, 25, 32, 26
2016/5/23, 39, 26, 16
2016/5/24, 28, 11, 15
2016/5/25, 24, 29, 16
2016/5/26, 27, 36, 19
2016/5/27, 32, 25, 12
2016/5/28, 33, 22, 5
2016/5/29, 32, 48, 21
2016/5/30, 43, 34, 10
2016/5/31, 34, 19, 14
2016/6/1, 24, 27, 11
2016/6/2, 24, 12, 12
2016/6/3, 24, 8, 7
2016/6/4, 20, 9, 9
2016/6/5, 21, 27, 16
2016/6/6, 24, 6, 14
2016/6/7, 17, 13, 7
2016/6/8, 22, 32, 5
2016/6/9, 19, 15, 8
2016/6/10, 19, 10, 8
2016/6/11, 19, 8, 9
2016/6/12, 17, 13, 13
2016/6/13, 19, 17, 13
2016/6/14, 29, 20, 12
2016/6/15, 24, 18, 7
2016/6/16, 23, 18, 11
2016/6/17, 26, 6, 5
2016/6/18, 18, 8, 4
2016/6/19, 18, 11, 10
2016/6/20, 20, 31, 15
2016/6/21, 32, 19, 13
2016/6/22, 29, 16, 17
2016/6/23, 37, 19, 15
2016/6/24, 44, 12, 9
2016/6/25, 26, 9, 6
2016/6/26, 17, 42, 19
2016/6/27, 38, 25, 14
2016/6/28, 35, 25, 15
2016/6/29, 36, 32, 19
2016/6/30, 34, 27, 21
2016/1/4, 34, 43, 30
2016/1/5, 45, 30, 18
2016/1/6, 29, 40, 19
2016/1/7, 52, 20, 28
2016/1/8, 59, 8, 13
2016/1/9, 32, 8, 14
2016/1/10, 32, 15, 35
2016/1/11, 51, 12, 23
2016/1/12, 36, 20, 37
2016/1/13, 55, 13, 26
2016/1/14, 42, 14, 33
2016/1/15, 49, 8, 18
2016/1/16, 25, 6, 15
2016/1/17, 23, 10, 20
2016/1/18, 41, 11, 28
2016/1/19, 49, 7, 19
2016/1/20, 31, 6, 15
2016/1/21, 20, 6, 16
2016/1/22, 20, 11, 30
2016/1/23, 44, 4, 14
2016/1/24, 17, 8, 22
2016/1/25, 18, 5, 15
2016/1/26, 17, 7, 21
2016/1/27, 24, 7, 19
2016/1/28, 22, 6, 20
2016/1/29, 20, 8, 15
2016/1/30, 26, 6, 14
2016/1/31, 22, 9, 30
2016/2/1, 28, 10, 29
2016/2/2, 33, 6, 14
2016/2/3, 20, 10, 27
2016/2/4, 40, 7, 19
2016/2/5, 24, 8, 26
2016/2/6, 29, 7, 11
2016/2/7, 22, 8, 22
2016/2/8, 25, 7, 9
2016/2/9, 21, 11, 28
2016/2/10, 40, 7, 17
2016/2/11, 27, 11, 32
2016/2/12, 38, 9, 24
2016/2/13, 29, 6, 13
2016/2/14, 21, 7, 19
2016/2/15, 25, 7, 20
2016/2/16, 24, 8, 19
2016/2/17, 21, 9, 22
2016/2/18, 28, 10, 12
2016/2/19, 11, 25, 10
2016/2/20, 13, 25, 6
2016/2/21, 14, 34, 25
2016/2/22, 31, 9, 19
2016/2/23, 26, 8, 12
2016/2/24, 33, 12, 28
2016/2/25, 48, 9, 18
2016/2/26, 36, 8, 8
2016/2/27, 30, 7, 10
2016/2/28, 26, 6, 23
2016/2/29, 21, 7, 26
2016/3/1, 21, 11, 18
2016/3/2, 27, 27, 17
2016/3/3, 33, 14, 12
2016/3/4, 29, 16, 8
2016/3/5, 25, 17, 15
2016/3/6, 32, 12, 26
2016/3/7, 35, 8, 15
2016/3/8, 28, 9, 20
2016/3/9, 32, 10, 24
2016/3/10, 33, 10, 21
2016/3/11, 25, 7, 12
2016/3/12, 23, 8, 13
2016/3/13, 22, 11, 13
2016/3/14, 25, 15, 10
2016/3/15, 31, 17, 17
2016/3/16, 32, 9, 10
2016/3/17, 19, 6, 15
2016/3/18, 21, 7, 16
2016/3/19, 27, 8, 15
2016/3/20, 26, 9, 17
2016/3/21, 30, 10, 22
2016/3/22, 33, 8, 8
2016/3/23, 22, 6, 12
2016/3/24, 23, 6, 11
2016/3/25, 23, 7, 7
2016/3/26, 17, 6, 10
2016/3/27, 19, 9, 4
2016/3/28, 23, 38, 12
2016/3/29, 29, 60, 15
2016/3/30, 47, 16, 17
2016/3/31, 26, 49, 19
2015/10/1, 15, 6, 13
2015/10/2, 16, 6, 10
2015/10/3, 17, 7, 12
2015/10/4, 20, 29, 19
2015/10/5, 34, 44, 30
2015/10/6, 42, 49, 27
2015/10/7, 38, 37, 26
2015/10/8, 35, 79, 23
2015/10/9, 16, 30, 12
2015/10/10, 13, 82, 10
2015/10/11, 14, 59, 22
2015/10/12, 25, , 20
2015/10/13, 20, , 9
2015/10/14, 14, , 17
2015/10/15, 17, , 13
2015/10/16, 19, , 12
2015/10/17, 18, , 11
2015/10/18, 18, , 19
2015/10/19, 19, , 17
2015/10/20, 16, , 16
2015/10/21, 13, , 27
2015/10/30, 31, , 20
2015/10/31, 18, , 6
2015/11/1, 15, 9, 24
2015/11/2, 27, 7, 19
2015/11/3, 21, 9, 25
2015/11/4, 31, 8, 23
2015/11/5, 28, 13, 35
2015/11/6, 36, 15, 24
2015/11/7, 26, 7, 10
2015/11/8, 20, 36, 16
2015/11/9, 18, 52, 17
2015/11/10, 29, 38, 18
2015/11/11, 31, 31, 16
2015/11/12, 27, 25, 18
2015/11/13, 25, 25, 15
2015/11/14, 23, 8, 15
2015/11/15, 27, 26, 33
2015/11/16, 40, 25, 32
2015/11/17, 35, 12, 18
2015/11/18, 28, 9, 19
2015/11/19, 29, 8, 17
2015/11/20, 22, 10, 19
2015/11/21, 29, 7, 15
2015/11/22, 23, 7, 15
2015/11/23, 17, 7, 15
2015/11/24, 17, 14, 33
2015/11/25, 39, 6, 15
2015/11/26, 11, 9, 16
2015/11/27, 26, 7, 20
2015/11/28, 24, 12, 13
2015/11/29, 20, 15, 36
2015/11/30, 44, 12, 32
2015/12/1, 38, 10, 27
2015/12/2, 18, 9, 13
2015/12/3, 13, 10, 11
2015/12/4, 16, 7, 14
2015/12/5, 13, 7, 12
2015/12/6, 21, 12, 18
2015/12/7, 31, 13, 20
2015/12/8, 31, 9, 24
2015/12/9, 23, 7, 15
2015/12/10, 21, 16, 17
2015/12/11, 19, 6, 15
2015/12/12, 22, 6, 12
2015/12/13, 16, 7, 17
2015/12/14, 25, 9, 16
2015/12/15, 25, 9, 20
2015/12/16, 25, 16, 43
2015/12/17, 47, 5, 9
2015/12/18, 13, 15, 16
2015/12/19, 34, 9, 18
2015/12/20, 23, 10, 29
2015/12/21, 33, 10, 30
2015/12/22, 35, 5, 18
2015/12/23, 17, 8, 4
2015/12/24, 19, 4, 4
2015/12/25, 15, 13, 3
2015/12/26, 26, 9, 18
2015/12/27, 32, 8, 14
2015/12/28, 25, 8, 23
2015/12/29, 24, 11, 20
2015/12/30, 31, , 
2015/7/1, 20, 27, 13
2015/7/2, 28, 12, 5
2015/7/3, 19, 7, 2
2015/7/4, 16, 6, 2
2015/7/5, 13, 12, 8
2015/7/6, 17, 19, 2
2015/7/7, 16, 13, 12
2015/7/8, 25, 21, 11
2015/7/9, 39, 21, 6
2015/7/10, 34, 9, 2
2015/7/11, 20, 9, 1
2015/7/12, 19, 20, 5
2015/7/13, 27, 16, 4
2015/7/14, 24, 16, 7
2015/7/15, 26, 9, 4
2015/7/16, 16, 10, 9
2015/7/17, 19, 9, 8
2015/7/18, 21, 12, 7
2015/7/19, 31, 11, 8
2015/7/20, 31, 13, 4
2015/7/21, 28, 20, 8
2015/7/22, 33, 31, 8
2015/7/23, 33, 17, 7
2015/7/24, 27, 8, 1
2015/7/25, 21, 10, 8
2015/7/26, 24, 12, 11
2015/7/27, 20, 15, 8
2015/7/28, 24, 19, 11
2015/7/29, 27, 17, 9
2015/7/30, 35, 12, 11
2015/7/31, 27, 6, 8
2015/8/1, 19, 5, 7
2015/8/2, 19, 6, 10
2015/8/3, 21, 13, 10
2015/8/4, 21, 26, 14
2015/8/5, 33, 16, 12
2015/8/6, 30, 18, 15
2015/8/7, 33, 15, 13
2015/8/8, 31, 10, 9
2015/8/9, 24, 27, 20
2015/8/10, 39, 23, 17
2015/8/11, 31, 12, 12
2015/8/12, 18, 10, 12
2015/8/13, 18, 9, 14
2015/8/14, 21, 14, 10
2015/8/15, 21, 14, 12
2015/8/16, 23, 23, 16
2015/8/17, 32, 27, 15
2015/8/18, 34, 25, 18
2015/8/19, 36, 31, 22
2015/8/20, 43, 28, 21
2015/8/21, 38, 21, 17
2015/8/22, 35, 22, 15
2015/8/23, 48, 19, 15
2015/8/24, 40, 14, 9
2015/8/25, 19, 18, 11
2015/8/26, 24, 29, 15
2015/8/27, 36, 17, 13
2015/8/28, 23, 13, 7
2015/8/29, 17, 17, 7
2015/8/30, 20, 7, 12
2015/8/31, 23, 8, 13
2015/9/1, 21, 13, 13
2015/9/2, 20, 14, 15
2015/9/3, 20, 6, 13
2015/9/4, 17, 7, 11
2015/9/5, 22, 9, 11
2015/9/6, 23, 10, 17
2015/9/7, 25, 10, 14
2015/9/8, 22, 10, 12
2015/9/9, 25, 23, 17
2015/9/10, 33, 23, 20
2015/9/11, 43, 17, 13
2015/9/12, 41, 12, 9
2015/9/13, 30, 35, 22
2015/9/14, 47, 36, 21
2015/9/15, 47, 35, 20
2015/9/16, 47, 36, 21
2015/9/17, 45, 24, 24
2015/9/18, 31, , 13
2015/9/19, 27, , 7
2015/9/20, 21, 29, 15
2015/9/21, 31, 32, 20
2015/9/22, 38, 20, 19
2015/9/23, 36, 26, 21
2015/9/24, 36, 28, 23
2015/9/25, 37, 9, 13
2015/9/26, 31, 9, 8
2015/9/27, 25, 13, 16
2015/9/28, 20, 12, 8
2015/9/29, 17, 12, 11
2015/9/30, 25, 6, 21
2015/4/1, 35, 7, 4
2015/4/2, 26, 7, 3
2015/4/3, 24, 13, 7
2015/4/4, 25, 32, 8
2015/4/5, 20, 5, 3
2015/4/6, 14, 5, 8
2015/4/7, 12, 10, 8
2015/4/8, 23, 12, 10
2015/4/9, 24, 7, 8
2015/4/10, 18, 8, 7
2015/4/11, 23, 17, 13
2015/4/12, 30, 9, 13
2015/4/13, 25, 50, 15
2015/4/14, 27, 65, 11
2015/4/15, 27, 59, 19
2015/4/16, 38, 20, 12
2015/4/17, 26, 5, 6
2015/4/18, 15, 19, 6
2015/4/19, 36, 11, 11
2015/4/20, 23, 29, 8
2015/4/21, 25, 17, 11
2015/4/22, 15, 41, 7
2015/4/23, 22, 50, 9
2015/4/24, 30, 45, 5
2015/4/25, 39, 65, 9
2015/4/26, 46, 59, 7
2015/4/27, 35, 32, 4
2015/4/28, 25, 55, 12
2015/4/29, 30, 49, 10
2015/4/30, 26, 24, 4
2015/5/1, 25, 28, 7
2015/5/2, 28, 25, 5
2015/5/3, 25, 46, 10
2015/5/4, 26, 48, 12
2015/5/5, 26, 44, 16
2015/5/6, 31, 24, 17
2015/5/7, 26, 48, 16
2015/5/8, 33, 17, 8
2015/5/9, 25, 21, 5
2015/5/10, 21, 31, 8
2015/5/11, 22, 38, 12
2015/5/12, 27, 19, 14
2015/5/13, 23, 9, 1
2015/5/14, 18, 27, 4
2015/5/15, 26, 20, 6
2015/5/16, 25, 29, 7
2015/5/17, 29, 41, 10
2015/5/18, 28, 39, 16
2015/5/19, 29, 26, 10
2015/5/20, 23, 12, 11
2015/5/21, 20, 27, 11
2015/5/22, 19, 6, 4
2015/5/23, 18, 7, 2
2015/5/24, 20, 9, 3
2015/5/25, 18, 35, 9
2015/5/26, 25, 37, 9
2015/5/27, 28, 17, 11
2015/5/28, 28, 5, 6
2015/5/29, 16, , 
2015/6/2, 24, 18, 6
2015/6/3, 22, 6, 10
2015/6/4, 20, 7, 10
2015/6/5, 20, 6, 5
2015/6/6, 12, 9, 3
2015/6/7, 22, 9, 9
2015/6/8, 20, 8, 10
2015/6/9, 14, 6, 11
2015/6/10, 15, 11, 13
2015/6/11, 21, 8, 8
2015/6/12, 15, 10, 2
2015/6/13, 14, 10, 5
2015/6/14, 17, 27, 9
2015/6/15, 26, 18, 7
2015/6/16, 28, 11, 9
2015/6/17, 20, 20, 7
2015/6/18, 22, 10, 6
2015/6/19, 21, 9, 4
2015/6/20, 17, 12, 5
2015/6/21, 20, 24, 7
2015/6/22, 26, 25, 13
2015/6/23, 38, 32, 11
2015/6/24, 50, 22, 8
2015/6/25, 30, 11, 5
2015/6/26, 17, 14, 7
2015/6/27, 17, 7, 4
2015/6/28, 16, 9, 7
2015/6/29, 18, 21, 8
2015/6/30, 22, 21, 6
2015/1/1, 24, 7, 8
2015/1/2, 24, 7, 7
2015/1/3, 25, 7, 6
2015/1/4, 28, 11, 12
2015/1/5, 39, 8, 8
2015/1/6, 19, 7, 9
2015/1/7, 22, 5, 12
2015/1/8, 14, 5, 8
2015/1/9, 17, 8, 4
2015/1/10, 26, 12, 10
2015/1/11, 42, 13, 23
2015/1/12, 46, 10, 8
2015/1/13, 25, 12, 12
2015/1/14, 38, 12, 17
2015/1/15, 37, 10, 16
2015/1/16, 39, 9, 12
2015/1/17, 34, 11, 3
2015/1/18, 29, 14, 23
2015/1/19, 42, 12, 22
2015/1/20, 41, 13, 23
2015/1/21, 45, 9, 15
2015/1/22, 28, 7, 17
2015/1/23, 29, 7, 9
2015/1/24, 26, 7, 5
2015/1/25, 23, 5, 9
2015/1/26, 16, 5, 7
2015/1/27, 17, 8, 19
2015/1/28, 31, 21, 4
2015/1/29, 22, 7, 5
2015/1/30, 16, 8, 16
2015/1/31, 42, 12, 8
2015/2/1, 26, 21, 8
2015/2/2, 26, 14, 8
2015/2/3, 31, 11, 6
2015/2/4, 26, 9, 7
2015/2/5, 15, 7, 9
2015/2/6, 18, 13, 4
2015/2/7, 29, 7, 9
2015/2/8, 19, 8, 9
2015/2/9, 18, 13, 10
2015/2/10, 27, 17, 9
2015/2/11, 25, 11, 14
2015/2/12, 23, 7, 14
2015/2/13, 27, 6, 12
2015/2/14, 25, 5, 4
2015/2/15, 14, 8, 7
2015/2/16, 21, 6, 11
2015/2/17, 16, 7, 11
2015/2/18, 21, 7, 14
2015/2/19, 19, 6, 11
2015/2/20, 16, 5, 8
2015/2/21, 16, 4, 6
2015/2/22, 18, 9, 19
2015/2/23, 26, 5, 11
2015/2/24, 19, 7, 13
2015/2/25, 27, 9, 21
2015/2/26, 29, 4, 8
2015/2/27, 14, 4, 5
2015/2/28, 14, 5, 6
2015/3/1, 17, 6, 8
2015/3/2, 24, 6, 13
2015/3/3, 25, 6, 16
2015/3/4, 26, 4, 12
2015/3/5, 14, 9, 8
2015/3/6, 21, 6, 6
2015/3/7, 15, 6, 5
2015/3/8, 19, 9, 10
2015/3/9, 25, 7, 13
2015/3/10, 25, 8, 12
2015/3/11, 26, 17, 7
2015/3/12, 30, 15, 6
2015/3/13, 24, 15, 6
2015/3/14, 33, 17, 3
2015/3/15, 23, 28, 5
2015/3/16, 23, 27, 11
2015/3/17, 32, 14, 11
2015/3/18, 38, 8, 6
2015/3/19, 16, 10, 8
2015/3/20, 24, 7, 7
2015/3/21, 17, 5, 5
2015/3/22, 10, 5, 4
2015/3/23, 13, 12, 11
2015/3/24, 29, 7, 11
2015/3/25, 19, 12, 13
2015/3/26, 18, 20, 10
2015/3/27, 23, 5, 4
2015/3/28, 18, 8, 6
2015/3/29, 13, 7, 9
2015/3/30, 17, 6, 13
2015/3/31, 18, 9, 12
2014/10/1, 23, 7, 10
2014/10/2, 20, 15, 7
2014/10/3, 17, 28, 12
2014/10/4, 33, 20, 11
2014/10/5, 30, 46, 9
2014/10/6, 42, 35, 
2014/10/7, 35, 44, 
2014/10/8, 43, 23, 
2014/10/9, 34, , 
2014/10/10, 31, , 
2014/10/11, 33, , 
2014/10/12, 41, , 
2014/10/13, 28, 29, 
2014/10/14, 36, 8, 
2014/10/15, 26, 23, 
2014/10/16, 19, 9, 
2014/10/17, 28, 8, 
2014/10/18, 29, 16, 
2014/10/19, 34, 42, 
2014/10/20, 41, 38, 
2014/10/21, 25, 53, 
2014/10/22, 29, 32, 
2014/10/23, 23, 21, 
2014/10/24, 18, 14, 
2014/10/25, 21, 6, 
2014/10/26, 19, 7, 
2014/10/27, 21, 20, 
2014/10/28, 40, 7, 
2014/10/29, 24, 8, 
2014/10/30, 26, 7, 
2014/10/31, 25, 6, 
2014/11/1, 23, 6, 
2014/11/2, 19, 8, 
2014/11/3, 21, 9, 27
2014/11/4, 30, 8, 14
2014/11/5, 23, 6, 10
2014/11/6, 17, 6, 9
2014/11/7, 16, 6, 3
2014/11/8, 20, 6, 2
2014/11/9, 21, 6, 17
2014/11/10, 22, 11, 23
2014/11/11, 37, 9, 20
2014/11/12, 35, 8, 18
2014/11/13, 23, 12, 19
2014/11/14, 35, 7, 10
2014/11/15, 25, 11, 13
2014/11/16, 45, 9, 17
2014/11/17, 29, 8, 10
2014/11/18, 24, 6, 10
2014/11/19, 21, 7, 13
2014/11/20, 25, 9, 13
2014/11/21, 19, 4, 7
2014/11/22, 19, 8, 7
2014/11/23, 18, 13, 21
2014/11/24, 49, 10, 20
2014/11/25, 26, 7, 10
2014/11/26, 24, 5, 14
2014/11/27, 17, 13, 11
2014/11/28, 27, , 
2014/12/2, 17, 8, 10
2014/12/3, 25, 11, 15
2014/12/4, 31, 10, 8
2014/12/5, 13, 7, 6
2014/12/6, 21, 5, 6
2014/12/7, 15, 9, 16
2014/12/8, 31, 6, 14
2014/12/9, 22, 6, 11
2014/12/10, 14, 8, 18
2014/12/11, 25, 11, 16
2014/12/12, 41, 14, 7
2014/12/13, 53, 9, 6
2014/12/14, 29, 15, 13
2014/12/15, 29, 7, 17
2014/12/16, 31, 10, 21
2014/12/17, 35, 12, 28
2014/12/18, 35, 10, 24
2014/12/19, 37, 10, 15
2014/12/20, 39, 12, 21
2014/12/21, 48, 12, 27
2014/12/22, 43, 9, 8
2014/12/23, 35, 6, 6
2014/12/24, 21, 6, 6
2014/12/25, 16, 7, 6
2014/12/26, 22, 6, 7
2014/12/27, 18, 7, 8
2014/12/28, 20, , 
2014/7/1, 26, 18, 7
2014/7/2, 23, 25, 13
2014/7/3, 28, 12, 14
2014/7/4, 35, 12, 9
2014/7/5, 28, 15, 10
2014/7/6, 36, 29, 16
2014/7/7, 51, 27, 14
2014/7/8, 46, 13, 12
2014/7/9, 65, 15, 15
2014/7/10, 98, 5, 9
2014/7/11, 60, 5, 5
2014/7/12, 43, 6, 6
2014/7/13, 45, 10, 11
2014/7/14, 86, 15, 13
2014/7/15, 107, 14, 
2014/7/16, 81, 7, 
2014/7/17, 61, 6, 
2014/7/18, 57, 5, 
2014/7/19, 36, 5, 
2014/7/20, 40, 10, 
2014/7/21, 72, 10, 
2014/7/22, 82, 8, 16
2014/7/23, 61, 7, 10
2014/7/24, 57, 5, 8
2014/7/25, 61, 4, 7
2014/7/26, 38, 6, 10
2014/7/27, 45, 6, 11
2014/7/28, 39, 4, 6
2014/7/29, 40, 7, 14
2014/7/30, 69, 7, 13
2014/7/31, 57, 7, 10
2014/8/1, 58, 6, 8
2014/8/2, 49, 7, 14
2014/8/3, 55, 12, 20
2014/8/4, 83, 14, 21
2014/8/5, 84, 9, 14
2014/8/6, 75, 8, 15
2014/8/7, 60, 4, 8
2014/8/8, 38, 3, 
2014/8/9, 28, 6, 
2014/8/10, 45, 8, 
2014/8/11, 71, 8, 
2014/8/12, 76, 5, 
2014/8/13, 33, 4, 9
2014/8/14, 33, 5, 6
2014/8/15, 28, 5, 4
2014/8/16, 16, 6, 4
2014/8/17, 17, 14, 4
2014/8/18, 21, 20, 5
2014/8/19, 23, 12, 3
2014/8/20, 23, 17, 5
2014/8/21, 21, 11, 4
2014/8/22, 20, 7, 2
2014/8/23, 19, 11, 5
2014/8/24, 25, 21, 9
2014/8/25, 32, 21, 9
2014/8/26, 37, 10, 9
2014/8/27, 24, 14, 8
2014/8/28, 24, 14, 11
2014/8/29, 28, 10, 9
2014/8/30, 24, 13, 11
2014/8/31, 29, 20, 13
2014/9/1, 33, 12, 12
2014/9/2, 27, 8, 9
2014/9/3, 21, 20, 8
2014/9/4, 32, 14, 10
2014/9/5, 46, 18, 6
2014/9/6, 57, 17, 5
2014/9/7, 55, 19, 12
2014/9/8, 34, 16, 12
2014/9/9, 52, 21, 7
2014/9/10, 65, 11, 9
2014/9/11, 28, 10, 9
2014/9/12, 24, , 
2014/9/16, 25, 15, 11
2014/9/17, 28, 34, 14
2014/9/18, 35, 24, 12
2014/9/19, 37, , 
2014/9/22, 32, 21, 13
2014/9/23, 31, 19, 9
2014/9/24, 21, 3, 13
2014/9/25, 12, 6, 11
2014/9/26, 18, 9, 8
2014/9/27, 32, 10, 8
2014/9/28, 24, 21, 12
2014/9/29, 38, 21, 11
2014/9/30, 35, 13, 10
2014/4/1, 18, 7, 16
2014/4/2, 25, 8, 15
2014/4/3, 26, 7, 16
2014/4/4, 18, 7, 11
2014/4/5, 32, 15, 11
2014/4/6, 28, 8, 13
2014/4/7, 29, 36, 25
2014/4/8, 50, 19, 22
2014/4/9, 35, 10, 16
2014/4/10, 17, 8, 12
2014/4/11, 21, 8, 10
2014/4/12, 16, 18, 19
2014/4/13, 26, 21, 20
2014/4/14, 33, 15, 11
2014/4/15, 33, 7, 9
2014/4/16, 14, 23, 4
2014/4/17, 24, 7, 4
2014/4/18, 20, 12, 2
2014/4/19, 27, 53, 6
2014/4/20, 35, 49, 8
2014/4/21, 26, 17, 10
2014/4/22, 33, 15, 16
2014/4/23, 34, 54, 14
2014/4/24, 37, 73, 20
2014/4/25, 43, 8, 15
2014/4/26, 24, 4, 9
2014/4/27, 15, 24, 14
2014/4/28, 20, 22, 12
2014/4/29, 29, 31, 16
2014/4/30, 33, 8, 6
2014/5/1, 15, 4, 12
2014/5/2, 16, 26, 8
2014/5/3, 23, 35, 7
2014/5/4, 25, 91, 15
2014/5/5, 41, 64, 10
2014/5/6, 32, 46, 10
2014/5/7, 25, 46, 12
2014/5/8, 28, 58, 18
2014/5/9, 39, 47, 19
2014/5/10, 39, 32, 8
2014/5/11, 34, 8, 12
2014/5/12, 22, 27, 7
2014/5/13, 23, 38, 7
2014/5/14, 24, 38, 11
2014/5/15, 26, 28, 17
2014/5/16, 29, 15, 8
2014/5/17, 19, 15, 5
2014/5/18, 28, 33, 16
2014/5/19, 35, 23, 23
2014/5/20, 37, 17, 10
2014/5/21, 24, 7, 16
2014/5/22, 21, 23, 21
2014/5/23, 35, 17, 5
2014/5/24, 27, 10, 4
2014/5/25, 24, 22, 4
2014/5/26, 30, 29, 11
2014/5/27, 40, 35, 16
2014/5/28, 42, 17, 10
2014/5/29, 33, 22, 10
2014/5/30, 34, 8, 8
2014/5/31, 24, 8, 9
2014/6/1, 22, 22, 13
2014/6/2, 22, 27, 21
2014/6/3, 34, 35, 22
2014/6/4, 39, 37, 27
2014/6/5, 48, 38, 17
2014/6/6, 43, 14, 6
2014/6/7, 39, 15, 6
